text,sent_makanan,sent_harga,sent_layanan,sent_lingkungan,sent_umum,,numerik_makanan,numerik_harga,numerik_layanan,numerik_lingkungan,numerik_umum
"Enak , ini tempat kesukaan ku untuk membeli mie",,,,,positif,,0,0,0,0,1
"Layanan yang ramah, tempat yg bersih dan makanan yg enak",positif,,positif,positif,,,1,0,1,1,0
Enak dan nagih. Pedasnya tidak membuat lidah mati rasa?? �,positif,,,,,,1,0,0,0,0
"Ati-ati pedes, coba dari level 1 dulu deh. Ekstra sosis nya kecil.",negatif,,,,,,2,0,0,0,0
"lumayan lahh, enak, harga pas di kantong pelajar?? �",positif,positif,,,,,1,1,0,0,0
"Mantab, mienya enak, anak anak suka",positif,,,,,,1,0,0,0,0
"mie nya enaakk
tapi bukanya terlalu siang",positif,,negatif,,,,1,0,2,0,0
Mie teror mie berbagai level kepedasan yang ada di kota Jember,,,,,netral,,0,0,0,0,3
"Kecewa pol
Pelayanan sangat lelet no no no recommended buat kalian semua!!!!",,,negatif,,,,0,0,2,0,0
"Mantap, kenyang saya makan mie teror.",netral,,,,,,3,0,0,0,0
Mie yang selalu meneror pelanggannya untuk balik kesini lagi,,,,,netral,,0,0,0,0,3
Makin enak mie nya,positif,,,,,,1,0,0,0,0
"Cocok Dinikmati Bersama Keluarga
Harga Ekonomis ???? �",positif,positif,,,,,1,1,0,0,0
Rasanya enak pedes iya... Pokoknya the best,positif,,,,,,1,0,0,0,0
"Menu selalu ganti tiap weekend, asik",positif,,,,,,1,0,0,0,0
Enak sekarang makin luas dan mie nya mantulll dah,positif,,,positif,,,1,0,0,1,0
Makanan enak....tapi antrinya lumayan lama,positif,,negatif,,,,1,0,2,0,0
"Pelayanan baik,,,cuma antrinya 50 menit....",,,negatif,,,,0,0,2,0,0
Mantap rasanya dan porsinya juga harga yang bersahabat,positif,positif,,,,,1,1,0,0,0
"Pengalaman rasa baru yg cukup tak terlupakan,, sesuai dengan namanya ""TEROR"".",,,,,positif,,0,0,0,0,1
Lumayan laah gak terlalu jauh pindahnya dari tempat awal,,,,positif,,,0,0,0,1,0
Pedesnya terasa....  Tapi tempatnya mayan panas hehe,netral,,,negatif,,,3,0,0,2,0
Cara pesanx kurang sdikit coba pkek cara modern biar gak triak2,,,negatif,,,,0,0,2,0,0
pedasnya nendang,netral,,,,,,3,0,0,0,0
Mie pedas enak. Paket mengenyangkan,positif,,,,,,1,0,0,0,0
Pwedes banget silahkan di coba murah pula harganya,netral,positif,,,,,3,1,0,0,0
Mienya enak dan juga pelayanannya memuaskan,positif,,positif,,,,1,0,1,0,0
"Tempatnya nyaman, harga murah meriah",,positif,,positif,,,0,1,0,1,0
Tempatnya lumayan nyaman buat hamg put on weekend,,,,positif,,,0,0,0,1,0
"Harga terjangkau, topping beda dari yang lain",netral,positif,,,,,3,1,0,0,0
"mie pedas kekinian, tempat nyaman, juga menarik",,,,positif,,,0,0,0,1,0
Gapedes sama sekali . Padahal level 4 cabe 20,negatif,,,,,,2,0,0,0,0
Semestinya disediakan menu mie yg berkuah,netral,,,,,,3,0,0,0,0
"Rasanya enak, harganya bersahabat",positif,positif,,,,,1,1,0,0,0
Banyak ngobrol sama teman nya pelanggan d bikin santai,,,negatif,,,,0,0,2,0,0
Enak dan muraah. Tp tempat sempit jd agak gerah,positif,positif,,negatif,,,1,1,0,2,0
Mienya lumayan enak,positif,,,,,,1,0,0,0,0
"ditempat baru lebih nyaman, lahan parkir lbh luas ?????? �",,,,positif,,,0,0,0,1,0
Mie pilihan mantap...dg banyak topping,netral,,,,,,3,0,0,0,0
"Makanan mie biasa, gak ada yg istimewa..",netral,,,,,,3,0,0,0,0
Mienya enak topingnya banyak ?? �,positif,,,,,,1,0,0,0,0
Enak banget murah banyak topping,positif,positif,,,,,1,1,0,0,0
Enakk bgtt pas rasany harga sesuai rasa,positif,netral,,,,,1,3,0,0,0
Enaknya? Gausah ditanya. Langsung makan aja ?? �,netral,,,,,,3,0,0,0,0
"Tempatnya enak ,strategis dan pelayanannya cepat",,,positif,positif,,,0,0,1,1,0
Enak Cocok dengan lidah dan kantong mahasiswa,positif,positif,,,,,1,1,0,0,0
Mie yg harganya standart dan banyak yg pesan,netral,netral,,,,,3,3,0,0,0
Mie favorit di jember ini. Murah topping banyak.,netral,positif,,,,,3,1,0,0,0
Baru pertama lumayan udah bisa bikin nagih?? �,,,,,positif,,0,0,0,0,1
"untuk naik level pedasnya mesti hrus nambah,ya???",netral,,,,,,3,0,0,0,0
"Murah, enak, banyak. Minta apa lagi?",positif,,,,,,1,0,0,0,0
Yang suka pedes dan rasanya mantul,positif,,,,,,1,0,0,0,0
Menu favorit pemuda pemudi zaman now,,,,,positif,,0,0,0,0,1
"Lumayan enak, porsinya cukup besar",positif,,,,,,1,0,0,0,0
Saos dan kecap nya tidak tersedia di meja.. Kecewa gua,,,,negatif,,,0,0,0,2,0
Ingat Jember Ingat Mie Teror. Emang mantep mie disini,,,,,positif,,0,0,0,0,1
Rasa kurang enak porsi sedikit,negatif,,,,,,2,0,0,0,0
"Lama, nunggunya sampe bisa bikin kenyang",,,negatif,,,,0,0,2,0,0
"enak sih, kurang pedes ?? �",negatif,,,,,,2,0,0,0,0
"Murahh , Enak dan Pas Buat Kumpul Temen",positif,positif,,positif,,,1,1,0,1,0
Pelayanannya lama...dan karyawati mulutnya kurang sopan.,,,negatif,,,,0,0,2,0,0
"Pedesnya kerasa, coba deh yg level 25",netral,,,,,,3,0,0,0,0
Selalu berkumandang ayat Al-Quran Alhamdulillah adeeem...,,,,positif,,,0,0,0,1,0
"Makanan enak, tpt parkir kurang luas",positif,,,negatif,,,1,0,0,2,0
Harga terjangkau dan sering ada promo,,positif,,,,,0,1,0,0,0
Mantap pokoknya rasa mienya,positif,,,,,,1,0,0,0,0
Enak banget mie nya,positif,,,,,,1,0,0,0,0
Rasa mienya enak,positif,,,,,,1,0,0,0,0
Tempat nongkrong anak muda berkantong tipis,,positif,,,,,0,1,0,0,0
Mie pedas dan enak dengan harga terjangkau,positif,positif,,,,,1,1,0,0,0
syuka kesini karna emng doi doyan mie ini?? �,positif,,,,,,1,0,0,0,0
Mie Sosis Jumbo nya mantap ?? �,positif,,,,,,1,0,0,0,0
Bikin nagihh?? �,,,,,positif,,0,0,0,0,1
Tempat yang ramai di kunjungi para penggemar mie terror,,,,,positif,,0,0,0,0,1
Tempatnya bagus dan masakanya ziiiip,positif,,,positif,,,1,0,0,1,0
Mienya b aja mirip mie joging,netral,,,,,,3,0,0,0,0
Mantap harganya cocok banget,,positif,,,,,0,1,0,0,0
Tempat favorit kalau pas dari jember kota,,,,,positif,,0,0,0,0,1
Mienya bikin nagih,positif,,,,,,1,0,0,0,0
Mie nya murah dan enak,positif,positif,,,,,1,1,0,0,0
"Berkumpulnya para tuyul, spontan, tanpa undangan",,,,,netral,,0,0,0,0,3
Enak dan bikin pingin nambah terus,positif,,,,,,1,0,0,0,0
Mie level andalan,netral,,,,,,3,0,0,0,0
Mantab....cuman antrinya minta ampun,,,negatif,,,,0,0,2,0,0
"Mie nya enak, porsi mengenyangkan",positif,,,,,,1,0,0,0,0
Cocok kl suka pedas.,,,,,positif,,0,0,0,0,1
Mie terror pedes masa kini yang epic,,,,,positif,,0,0,0,0,1
Suka banget apalagi banyak promo weekend,,positif,,,,,0,1,0,0,0
"Pelayanan lama, walaupun gak antri",,,negatif,,,,0,0,2,0,0
Gepreknya enak cuyy,positif,,,,,,1,0,0,0,0
Kalau suka pedas2 mantab,positif,,,,,,1,0,0,0,0
Mie nya lumayan enak,positif,,,,,,1,0,0,0,0
"Tempat yang baru, oke juga
Masakan enak juga",positif,,,positif,,,1,0,0,1,0
Mienya mantap,positif,,,,,,1,0,0,0,0
lama pesan 20 menit an,,,negatif,,,,0,0,2,0,0
tempatnya nyaman ramah danbsopan,,,,positif,,,0,0,0,1,0
effort dan speed kerjanya ditambah lagi...,,,negatif,,,,0,0,2,0,0
Pedes... level 1 pakai 5 cabe.,netral,,,,,,3,0,0,0,0
"enak & sedap, cocok pokoknya",positif,,,,,,1,0,0,0,0
tukang parkir ngeselin,,,negatif,,,,0,0,2,0,0
Mienya enak,positif,,,,,,1,0,0,0,0
Porsi banyak dan rasa fresh di mulut,positif,,,,,,1,0,0,0,0
Suka pilih2 pelanggan gak netral,,,negatif,,,,0,0,2,0,0
"Murah, enak, tempatnya enak buat nongkrong",positif,positif,,positif,,,1,1,0,1,0
Porsi jumbonya luar biasa,positif,,,,,,1,0,0,0,0
Murah dan enak,positif,positif,,,,,1,1,0,0,0
Menu yang sangat dirindukan,,,,,positif,,0,0,0,0,1
Ramah pelayanan cepat penyajian,,,positif,,,,0,0,1,0,0
"Enakkk, harga bersahabat",positif,positif,,,,,1,1,0,0,0
Enak murah full toppingnya,positif,positif,,,,,1,1,0,0,0
Enak dan harganya terjangkau,positif,positif,,,,,1,1,0,0,0
Lama playanannya..rasa B,netral,,negatif,,,,3,0,2,0,0
Mie yang lezat dengan bumbu yg khas,positif,,,,,,1,0,0,0,0
Asli enak mas ?? bikin ketagihan �,positif,,,,,,1,0,0,0,0
"Enak, murah, selalu ramai",positif,positif,,positif,,,1,1,0,1,0
bagus dan enak mie terornya,positif,,,,,,1,0,0,0,0
"Pelayanan kurang cepat,parkir luas",,,negatif,positif,,,0,0,2,1,0
Bisa pesan sesuai tingkat kepedasan,netral,,,,,,3,0,0,0,0
G layak makan,,,,,negatif,,0,0,0,0,2
Mie enak dan lokasi nyaman,positif,,,positif,,,1,0,0,1,0
Lumayan rasanya,positif,,,,,,1,0,0,0,0
Topping scallop saya suka saya suka,positif,,,,,,1,0,0,0,0
Tempatnya makin lebar. Mantap,,,,positif,,,0,0,0,1,0
Harganya merakyat banget ???? �,,positif,,,,,0,1,0,0,0
Makanannya enak,positif,,,,,,1,0,0,0,0
Mienya enak lembut dan murah,positif,positif,,,,,1,1,0,0,0
Pedasnya nendang lidah banget?? �,positif,,,,,,1,0,0,0,0
"Ramah dikantong, Lezat dilidah",positif,positif,,,,,1,1,0,0,0
Pelayanannya lama,,,negatif,,,,0,0,2,0,0
Mienya nagih,positif,,,,,,1,0,0,0,0
Nagihh bangettt,,,,,netral,,0,0,0,0,3
Mantap mienya,positif,,,,,,1,0,0,0,0
"Lokasi agak blusukan, di kompleks perumahan",,,,netral,,,0,0,0,3,0
Sangat memuaskan tempat ini,,,,,positif,,0,0,0,0,1
Tempat mudah dicari dan santai,,,,positif,,,0,0,0,1,0
Makan di sini jadi teringat mantan,,,,,netral,,0,0,0,0,3
Mienya pedas,netral,,,,,,3,0,0,0,0
Pelayanannya lambat.,,,negatif,,,,0,0,2,0,0
Pelayanan ny lama,,,negatif,,,,0,0,2,0,0
Suka promo week end,,netral,,,,,0,3,0,0,0
Kuliner segala hidangan mie,netral,,,,,,3,0,0,0,0
Tempat makan yg enak,positif,,,,,,1,0,0,0,0
Murmer,,positif,,,,,0,1,0,0,0
Enak dan murah dibanding kompetitor,positif,positif,,,,,1,1,0,0,0
"suka banget, bikin nagih",positif,,,,,,1,0,0,0,0
Mienya enak,positif,,,,,,1,0,0,0,0
Harga terjangkau,,positif,,,,,0,1,0,0,0
Suka bngt pokoknya mantul,,,,,netral,,0,0,0,0,3
Dikit banget porsinya,negatif,,,,,,2,0,0,0,0
Rekomended tidak bikin kantong jebol.,,positif,,,,,0,1,0,0,0
Layanan cepat memuaskan,,,positif,,,,0,0,1,0,0
Harga 7rb,,netral,,,,,0,3,0,0,0
Enak banget,positif,,,,,,1,0,0,0,0
lumayan enak,positif,,,,,,1,0,0,0,0
enak mi nya,positif,,,,,,1,0,0,0,0
Pas di kantong pelajar,,positif,,,,,0,1,0,0,0
Mahal banget sekarang,,negatif,,,,,0,2,0,0,0
Tempat nya nyaman,,,,positif,,,0,0,0,1,0
Kurang cepat dlm pelayanan,,,negatif,,,,0,0,2,0,0
Murah dan enak banget,positif,positif,,,,,1,1,0,0,0
Mantap gurih-gurih mania.,positif,,,,,,1,0,0,0,0
Sangat enak,positif,,,,,,1,0,0,0,0
Bagus dan enak,positif,,,,,,1,0,0,0,0
murah tapi kurnag sedap,negatif,,,,,,2,0,0,0,0
Sering kesini dari awal buka taun lalu,,,,,netral,,0,0,0,0,3
Ga seberapa recommed,,,,,negatif,,0,0,0,0,2
Lumayan untuk tempat makan,,,,,positif,,0,0,0,0,1
Pindahan dr ruko...,,,,,netral,,0,0,0,0,3
Mie dengan harga murah,,positif,,,,,0,1,0,0,0
Enak sekali,positif,,,,,,1,0,0,0,0
Bikin nagih terus,,,,,netral,,0,0,0,0,3
"Mahal, tapi sedikit",negatif,negatif,,,,,2,2,0,0,0
Mangkoknya besar,,,,,netral,,0,0,0,0,3
Penyajiannya lama,,,negatif,,,,0,0,2,0,0
Bersih dan pedas,netral,,,positif,,,3,0,0,1,0
Pedasnya mantaaaapppp,positif,,,,,,1,0,0,0,0
Murah enak,positif,positif,,,,,1,1,0,0,0
Pedesnya gila,netral,,,,,,3,0,0,0,0
Agak lama prosesnya,,,negatif,,,,0,0,2,0,0
Pelayanan buruk,,,negatif,,,,0,0,2,0,0
Biasa santai n canda,,,,positif,,,0,0,0,1,0
Mie terenak di jember,positif,,,,,,1,0,0,0,0
"Mantep ini, underated",,,,,positif,,0,0,0,0,1
Oke juga tempat yg baru,,,,positif,,,0,0,0,1,0
Bersih dan cepat saji,,,positif,positif,,,0,0,1,1,0
Enak banget,positif,,,,,,1,0,0,0,0
Mie nya enak dan juga murah,positif,positif,,,,,1,1,0,0,0
Salah satu tempat favorite ?? �,,,,,positif,,0,0,0,0,1
Lumayan rasanya,positif,,,,,,1,0,0,0,0
Favorite banget mienya,positif,,,,,,1,0,0,0,0
Minya enak,positif,,,,,,1,0,0,0,0
Mantab enak dan josss,positif,,,,,,1,0,0,0,0
Cepat dan enak,positif,,positif,,,,1,0,1,0,0
"Enak,nyaman dan ramah",positif,,positif,positif,,,1,0,1,1,0
LANGGANAN SEJAK DAHULU KULIAH,,,,,netral,,0,0,0,0,3
Rasanya bikin ketagihan,positif,,,,,,1,0,0,0,0
Layananya mantaps,,,positif,,,,0,0,1,0,0
Pelayanan kurang cepat,,,negatif,,,,0,0,2,0,0
Tingkatkan pelayanannya,,,negatif,,,,0,0,2,0,0
Lama pelayanan nya,,,negatif,,,,0,0,2,0,0
"Keren, asyik, dan murah",,positif,,,,,0,1,0,0,0
Enak ini,positif,,,,,,1,0,0,0,0
Enak cozy dan Instagram able,positif,,,positif,,,1,0,0,1,0
Lumayan lah,,,,,netral,,0,0,0,0,3
Pelayanan yang lama,,,negatif,,,,0,0,2,0,0
lanjutkan keenakan mu,positif,,,,,,1,0,0,0,0
ini juga sama....hanya orderan,,,,,netral,,0,0,0,0,3
Lumayan enak,positif,,,,,,1,0,0,0,0
Enak bangett murce,positif,positif,,,,,1,1,0,0,0
Lumayan lah,,,,,netral,,0,0,0,0,3
"Lambat,,padahal sepi,,",,,negatif,,,,0,0,2,0,0
Cukup bagus,,,,,netral,,0,0,0,0,3
Lama untuk pemesanannya,,,negatif,,,,0,0,2,0,0
Kurang pedes,negatif,,,,,,2,0,0,0,0
Mantap...,,,,,positif,,0,0,0,0,1
Porsinya buwanyakkkkk.,positif,,,,,,1,0,0,0,0
Sangat bagus,,,,,positif,,0,0,0,0,1
Lumayan lah,,,,,netral,,0,0,0,0,3
Mantap deh?? �,,,,,positif,,0,0,0,0,1
antrinya lama,,,negatif,,,,0,0,2,0,0
Maknyus mantap,,,,,positif,,0,0,0,0,1
ToPKB rasanya...,,,,,netral,,0,0,0,0,3
Daebak ?? �,,,,,netral,,0,0,0,0,3
Ingat Jember ingat Mie Teror,,,,,netral,,0,0,0,0,3
Mie nya enak,positif,,,,,,1,0,0,0,0
Pasti kenyangnya,netral,,,,,,3,0,0,0,0
Makanan enak,positif,,,,,,1,0,0,0,0
Mantul,,,,,positif,,0,0,0,0,1
Biasa ajah,,,,,netral,,0,0,0,0,3
makanan murah meriah,,positif,,,,,0,1,0,0,0
Lezat?? �,positif,,,,,,1,0,0,0,0
Wenaaak tapi agak lama,,,negatif,,,,0,0,2,0,0
Recommend banget,,,,,positif,,0,0,0,0,1
Mantap bnget?? �,,,,,positif,,0,0,0,0,1
Enak murah,positif,positif,,,,,1,1,0,0,0
Tempatx nyaman,,,,positif,,,0,0,0,1,0
Pelayanan lemooott,,,negatif,,,,0,0,2,0,0
Lumayan,,,,,netral,,0,0,0,0,3
Mantap,,,,,positif,,0,0,0,0,1
Pedes banget,netral,,,,,,3,0,0,0,0
Langganan dah,,,,,netral,,0,0,0,0,3
Mantab,,,,,positif,,0,0,0,0,1
mantappp cuyyy,,,,,positif,,0,0,0,0,1
Nyaman,,,,positif,,,0,0,0,1,0
Selalu terbaik,,,,,positif,,0,0,0,0,1
Enak,positif,,,,,,1,0,0,0,0
Mantul,,,,,positif,,0,0,0,0,1
Enak,positif,,,,,,1,0,0,0,0
bagus,,,,,positif,,0,0,0,0,1
Mantul,,,,,positif,,0,0,0,0,1
Mantap,,,,,positif,,0,0,0,0,1
Sempit,,,,negatif,,,0,0,0,2,0
Keren,,,,,positif,,0,0,0,0,1
Enak,positif,,,,,,1,0,0,0,0
Mantap,,,,,positif,,0,0,0,0,1
Lumayan,,,,,netral,,0,0,0,0,3
Enak,positif,,,,,,1,0,0,0,0
Full Sholawat,,,,netral,,,0,0,0,3,0
enak,positif,,,,,,1,0,0,0,0
Mantap,,,,,positif,,0,0,0,0,1
Rame,,,,,netral,,0,0,0,0,3
Mantulll,,,,,positif,,0,0,0,0,1
Cetar,,,,,netral,,0,0,0,0,3
Suka,,,,,positif,,0,0,0,0,1
"Murah, enak",positif,positif,,,,,1,1,0,0,0
Murah,,positif,,,,,0,1,0,0,0
Sopan,,,positif,,,,0,0,1,0,0
Enak. Cucok untuk keluarga,positif,,,,,,1,0,0,0,0
Lumayan,,,,,netral,,0,0,0,0,3
Enak,positif,,,,,,1,0,0,0,0
Enak,positif,,,,,,1,0,0,0,0
Enak,positif,,,,,,1,0,0,0,0
enak,positif,,,,,,1,0,0,0,0
Kacau,,,,,negatif,,0,0,0,0,2
Bagus,,,,,positif,,0,0,0,0,1
Sipp,,,,,netral,,0,0,0,0,3
Bagus,,,,,positif,,0,0,0,0,1
Favorit nih?? �,,,,,positif,,0,0,0,0,1
Tempat nongkrong,,,,,netral,,0,0,0,0,3
Enak banget,positif,,,,,,1,0,0,0,0
Rasanya nikmat,positif,,,,,,1,0,0,0,0
Mantap,,,,,positif,,0,0,0,0,1
Rame pwoolk,,,,,netral,,0,0,0,0,3
Lama,,,negatif,,,,0,0,2,0,0
Sip,,,,,netral,,0,0,0,0,3
Mayan,,,,,netral,,0,0,0,0,3
Lama,,,negatif,,,,0,0,2,0,0
Pedas,netral,,,,,,3,0,0,0,0
Bingit... rame-rame....,,,,,netral,,0,0,0,0,3
Hot,,,,,netral,,0,0,0,0,3
Maps tidak akurat,,,,,negatif,,0,0,0,0,2
Mie favorit di jember,,,,,positif,,0,0,0,0,1
Mayan,,,,,netral,,0,0,0,0,3
Sip,,,,,netral,,0,0,0,0,3
Sip,,,,,netral,,0,0,0,0,3
Pedes poll,netral,,,,,,3,0,0,0,0
Super,,,,,netral,,0,0,0,0,3
Kuliner murmer,,positif,,,,,0,1,0,0,0
Lama polll,,,negatif,,,,0,0,2,0,0
Mienya enak,positif,,,,,,1,0,0,0,0
Lumayaan..,,,,,netral,,0,0,0,0,3
Mienya enak,positif,,,,,,1,0,0,0,0
Mienya enak,positif,,,,,,1,0,0,0,0
Mie nya enak,positif,,,,,,1,0,0,0,0
enak murah,positif,positif,,,,,1,1,0,0,0
"Mie terror artinya Mie Teror. Sepertinya mereka memberi nama kedai mi ini ""Mie Terror"" karena mereka menjual mi dengan level pedas (level 1-5) dan memang pedas. �",,,,,netral,,0,0,0,0,3
Salah satu mie pedas favoritku di Jember! Rasanya enak karena kaya rasa dan tekstur mienya lembut. Coba sendiri! Tersedia untuk dipesan melalui aplikasi Gojek.,positif,,positif,,,,1,0,1,0,0
"Enak banget, apalagi kalau disandingkan dengan udang rambutan yang mantap ??",positif,,,,,,1,0,0,0,0
"Tempat ini cocok untuk menikmati mi pedas, dan rasanya luar biasa. Suka banget, dan wajib dicoba.",positif,,,positif,,,1,0,0,1,0
"Suka banget, mie pedasnya mantap, paling mantap di kota ini",positif,,,,,,1,0,0,0,0
tenang sepadan dengan harganya,,,,,positif,,0,0,0,0,1
Jangan parkir di chusus ojol di tempat kerja Anda.....,,,,negatif,,,0,0,0,2,0
"??Mie biasa, tapi toppingnya mantap? �",positif,,,,,,1,0,0,0,0
Ada Wi-Fi?,,,,netral,,,0,0,0,3,0
Pelayanannya lambat...lambat...dehkah,,,negatif,,,,0,0,2,0,0
Mie yang sangat pedas dan lezat,positif,,,,,,1,0,0,0,0
"Menakutkan, tempatnya agak panas",,,,negatif,,,0,0,0,2,0
Mie dan kuahnya sangat direkomendasikan.,positif,,,,,,1,0,0,0,0
Lumayan lah ???? �,,,,,netral,,0,0,0,0,3
"Tidak terlalu enak, standar",negatif,,,,,,2,0,0,0,0
Cukup lama,,,negatif,,,,0,0,2,0,0
Berlangganan ayasam,,,,,netral,,0,0,0,0,3
Makanannya sangat enak.,positif,,,,,,1,0,0,0,0
Tempat yang ramah untuk makan mie,,,,positif,,,0,0,0,1,0
Makanan pedas yang enak...,positif,,,,,,1,0,0,0,0
Mie level favorit ?? �,netral,,,,,,3,0,0,0,0
bumper super enakkk,,,,,netral,,0,0,0,0,3
Bagus?? �,,,,,positif,,0,0,0,0,1
Mantaapp,,,,,positif,,0,0,0,0,1
mandi,,,,,netral,,0,0,0,0,3
Minum,,,,,netral,,0,0,0,0,3
Enakkk,positif,,,,,,1,0,0,0,0
Josmarkotos oke,,,,,netral,,0,0,0,0,3
Keluar,,,,,netral,,0,0,0,0,3
Sippp,,,,,netral,,0,0,0,0,3
Sedikit,,,,,netral,,0,0,0,0,3
Enakkkkk,positif,,,,,,1,0,0,0,0
Wenakkkkk,positif,,,,,,1,0,0,0,0
Tiupan,,,,,netral,,0,0,0,0,3
Umum,,,,,netral,,0,0,0,0,3
Jadiiiiiii,,,,,netral,,0,0,0,0,3
Mantaaaap,,,,,netral,,0,0,0,0,3
Mawang,,,,,netral,,0,0,0,0,3
Tempat itu menakutkan.,,,,negatif,,,0,0,0,2,0
Mempermanis,,,,,netral,,0,0,0,0,3
Bagus,,,,,positif,,0,0,0,0,1
Muaaantaaaaabb pedes,positif,,,,,,1,0,0,0,0
Bagus,,,,,positif,,0,0,0,0,1
Bagus,,,,,positif,,0,0,0,0,1
Oke,,,,,netral,,0,0,0,0,3
Enak,positif,,,,,,1,0,0,0,0
itu sangat bagus,,,,,netral,,0,0,0,0,3
Oke.,,,,,netral,,0,0,0,0,3
enakkk pool,positif,,,,,,1,0,0,0,0
Bagus,,,,,positif,,0,0,0,0,1
Suka musiknya,,,,,positif,,0,0,0,0,1
"Lezat dan sehat,",positif,,,,,,1,0,0,0,0
menyesap,,,,,netral,,0,0,0,0,3
Pertunjukan lama,,,negatif,,,,0,0,2,0,0
Ter yang terbaik,,,,,netral,,0,0,0,0,3
Nayamul,,,,,netral,,0,0,0,0,3
Nayamul,,,,,netral,,0,0,0,0,3
"Sejauh ini, mie level terenak di Balung.. Harganya murah rasanya mewah 😍 apalagi udang kejunya.. Mantap puol …",positif,positif,,,,,1,1,0,0,0
"Mie nya enak, kemarin dapat diskon beli 2 gratis 1",positif,positif,,,,,1,1,0,0,0
"Bilang nya nunggu setengah jam lagi tapi ini lebih dari 1 jam,sampek bolak balik tanya sudah apa belum katanya bentar lagi,lain kali jangan di diemin customer nya ,nunggu lama” datangnya ga sesuai , biasanya besar” ini kecil” udang keju nya",negatif,,negatif,,,,2,0,2,0,0
"Untuk rasa ok lah lumayan
Kalo bisa masak mie nya jangan kelamaan biar gak lembek tekstur Mie nya patah patah pelayanan ok cuma harus lebih interaktif ke customer",negatif,,negatif,,,,2,0,2,0,0
"saya sebenarnya suka makan di Mie Sakera, hampir setiap hari malah, tapi kali ini ada yang membuat saya KURANG NYAMAN. Salah satu karyawan menyapa dengan ramah(mungkin berniat nya humble), justru leader di sana menggebrak meja di depan …",positif,,negatif,,,,1,0,2,0,0
"Menurut ku mienya rasanya Biasa aja, ukurannya agak gede, lembek, cabe 5 gak pedes. Untuk tempatnya bersih dan nyaman, pelayanannya bisa diperbaiki lagi",negatif,,negatif,positif,,,2,0,2,1,0
"makanannya lumayan, tpi sayang pelayanannya mengecewakan, makanan saya baru dateng 1 jam kemudian, pdahal pelangggan yang datang setelah saya sudah dapat pesanannya. Harus nya kalo emang ada kendala bisa komunikasi ke pelanggan biar kita ga salah paham, atau mungkin mas nya emang lupa dengan pesanan saya, saya juga kurang tau",,,negatif,,,,0,0,2,0,0
"makanannya lumayan, TAPI pelayanannya yang kurang, makanan saya datengnya 1 jam padahal temannya pedenannya sudah datang tapi punya saya belum datang² padahal pesennya dulunlan sayaa",,,,,,,0,0,0,0,0
